价格,种族,Lv,Name,种族,Lv,Name,Result
26385.0,命运之轮,27,可罗索,战车,22422,白骑士,阿难陀
26385.0,信念,27,塔姆林,愚者,22423,恶灵军团,阿难陀
26472.0,月,33,天蛾人,节制,22424,密特拉,阿难陀
26601.0,信念,39,独角兽,愚者,22425,俄耳普斯,阿难陀
26676.0,星星,23,风鬼,塔,22426,红骑士,阿难陀
27120.0,信念,27,塔姆林,命运之轮,22427,阿特罗波斯,阿难陀
27120.0,信念,39,独角兽,命运之轮,22428,可罗索,阿难陀
27141.0,刚毅,24,罗刹,正义,22429,能天使,阿难陀
27333.0,星星,30,猫将军,死神,22430,地狱天使,阿难陀
27333.0,星星,30,猫将军,塔,22431,贝尔芬格,阿难陀
27396.0,月,43,基力梅卡拉,倒悬者,22432,欧特鲁斯,阿难陀
27825.0,月,43,基力梅卡拉,节制,22433,持国天,阿难陀
27930.0,月,24,水鬼,倒悬者,22434,百臂巨人,阿难陀
28050.0,命运之轮,30,阿里亚德涅,战车,22435,白骑士,阿难陀
28212.0,信念,39,独角兽,愚者,22436,俄耳普斯·贼神,阿难陀
28413.0,隐者,42,鸠盘荼,教皇,22437,安祖,阿难陀
28413.0,命运之轮,42,阿里亚德涅·贼神,战车,22438,金鬼,阿难陀
28413.0,月,25,辉夜·贼神,倒悬者,22439,百臂巨人,阿难陀
28746.0,命运之轮,46,福图娜,战车,22440,式王子,阿难陀
28785.0,命运之轮,39,阿特罗波斯,战车,22441,荒魂,阿难陀
28785.0,信念,39,独角兽,命运之轮,22442,阿里亚德涅,阿难陀
28914.0,倒悬者,26,建御名方,恋人,22443,奇稻田姬,阿难陀
29097.0,星星,23,风鬼,塔,22444,祸津伊邪那岐,阿难陀
29433.0,信念,27,塔姆林,愚者,22445,欧赛,阿难陀
29433.0,信念,27,塔姆林,命运之轮,22446,阿里亚德涅·贼神,阿难陀
29721.0,月,43,基力梅卡拉,倒悬者,22447,建御名方,阿难陀
29925.0,信念,21,凤凰,命运之轮,22448,福图娜,阿难陀
30129.0,隐者,31,鞍马天狗,教皇,22449,大僧正,阿难陀
30309.0,星星,30,猫将军,塔,22450,红骑士,阿难陀
30405.0,月,24,水鬼,节制,22451,白虎,阿难陀
30888.0,月,25,辉夜·贼神,节制,22452,白虎,阿难陀
30900.0,刚毅,31,增长天,正义,22453,能天使,阿难陀
31050.0,月,50,月读命,倒悬者,22454,犬神,阿难陀
31080.0,隐者,49,广目天,教皇,22455,欧若博司,阿难陀
31098.0,命运之轮,42,阿里亚德涅·贼神,战车,22456,荒魂,阿难陀
31149.0,星星,36,迦温,死神,22457,地狱天使,阿难陀
31149.0,星星,36,迦温,塔,22458,贝尔芬格,阿难陀
31185.0,命运之轮,35,拉克西斯,战车,22459,白骑士,阿难陀
31353.0,月,50,月读命,节制,22460,真神,阿难陀
31701.0,倒悬者,21,欧特鲁斯,恋人,22461,纳西瑟斯,阿难陀
31716.0,倒悬者,51,佳塔由,恋人,22462,天钿女命,阿难陀
31749.0,命运之轮,46,福图娜,战车,22463,金鬼,阿难陀
31920.0,信念,39,独角兽,命运之轮,22464,拉克西斯,阿难陀
32157.0,刚毅,44,女武神,正义,22465,权天使,阿难陀
32577.0,星星,23,风鬼,塔,22466,祸津伊邪那岐·贼神,阿难陀
32616.0,信念,21,凤凰,愚者,22467,巴古斯,阿难陀
32625.0,月,16,辉夜,倒悬者,22468,佳塔由,阿难陀
32673.0,隐者,35,荒霸吐,教皇,22469,大僧正,阿难陀
32685.0,隐者,13,一本踏鞴,教皇,22470,御社宫司神,阿难陀
32730.0,星星,30,猫将军,塔,22471,祸津伊邪那岐,阿难陀
32769.0,信念,27,塔姆林,命运之轮,22472,福图娜,阿难陀
32925.0,月,33,天蛾人,倒悬者,22473,百臂巨人,阿难陀
33321.0,月,18,黑软泥怪,倒悬者,22474,佳塔由,阿难陀
33549.0,月,50,月读命,倒悬者,22475,欧特鲁斯,阿难陀
33696.0,倒悬者,51,佳塔由,恋人,22476,拉南希,阿难陀
33732.0,月,43,基力梅卡拉,节制,22477,密特拉,阿难陀
33933.0,隐者,17,山灵,教皇,22478,御社宫司神,阿难陀
33933.0,星星,52,迦楼罗,死神,22479,斗牛士,阿难陀
33978.0,月,50,月读命,节制,22480,持国天,阿难陀
34017.0,命运之轮,39,阿特罗波斯,战车,22481,白骑士,阿难陀
34017.0,信念,39,独角兽,愚者,22482,恶灵军团,阿难陀
34026.0,倒悬者,26,建御名方,恋人,22483,纳西瑟斯,阿难陀
34125.0,星星,36,迦温,塔,22484,红骑士,阿难陀
34161.0,星星,11,木灵,死神,22485,苍白骑士,阿难陀
34290.0,命运之轮,52,诺伦,战车,22486,式王子,阿难陀
34434.0,命运之轮,46,福图娜,战车,22487,荒魂,阿难陀
34440.0,隐者,49,广目天,教皇,22488,安祖,阿难陀
34740.0,月,55,月读命·贼神,倒悬者,22489,花魄,阿难陀
34752.0,信念,39,独角兽,命运之轮,22490,阿特罗波斯,阿难陀
35058.0,星星,52,迦楼罗,死神,22491,奴延,阿难陀
35184.0,月,55,月读命·贼神,节制,22492,木叶天狗,阿难陀
35376.0,星星,23,风鬼,塔,22493,赛特,阿难陀
35400.0,月,33,天蛾人,节制,22494,白虎,阿难陀
35433.0,月,12,阴魔罗鬼,节制,22495,那伽之王,阿难陀
35460.0,信念,27,塔姆林,愚者,22496,巴古斯,阿难陀
35469.0,信念,21,凤凰,命运之轮,22497,诺伦,阿难陀
35586.0,信念,54,大国主,愚者,22498,高等皮克希,阿难陀
35781.0,倒悬者,9,花魄,恋人,22499,帕尔瓦蒂,阿难陀
35841.0,月,24,水鬼,倒悬者,22500,佳塔由,阿难陀
35874.0,月,50,月读命,倒悬者,22501,建御名方,阿难陀
35985.0,月,55,月读命·贼神,倒悬者,22502,犬神,阿难陀
35994.0,命运之轮,56,亚斯泰利欧斯,战车,22503,软泥怪,阿难陀
36210.0,星星,30,猫将军,塔,22504,祸津伊邪那岐·贼神,阿难陀
36288.0,月,55,月读命·贼神,节制,22505,真神,阿难陀
36324.0,月,25,辉夜·贼神,倒悬者,22506,佳塔由,阿难陀
36330.0,命运之轮,42,阿里亚德涅·贼神,战车,22507,白骑士,阿难陀
36546.0,星星,36,迦温,塔,22508,祸津伊邪那岐,阿难陀
36609.0,月,16,辉夜,节制,22509,那伽之王,阿难陀
36810.0,隐者,24,那伽,教皇,22510,御社宫司神,阿难陀
37026.0,倒悬者,14,犬神,恋人,22511,帕尔瓦蒂,阿难陀
37050.0,信念,54,大国主,愚者,22512,伊邪那岐,阿难陀
37065.0,信念,39,独角兽,愚者,22513,欧赛,阿难陀
37065.0,信念,39,独角兽,命运之轮,22514,阿里亚德涅·贼神,阿难陀
37293.0,命运之轮,52,诺伦,战车,22515,金鬼,阿难陀
37305.0,月,18,黑软泥怪,节制,22516,那伽之王,阿难陀
37386.0,刚毅,6,凯尔皮,正义,22517,默基瑟德,阿难陀
37818.0,隐者,42,鸠盘荼,教皇,22518,大僧正,阿难陀
38313.0,信念,27,塔姆林,命运之轮,22519,诺伦,阿难陀
38337.0,星星,23,风鬼,死神,22520,苍白骑士,阿难陀
38337.0,信念,54,大国主,愚者,22521,伊邪那岐·贼神,阿难陀
38346.0,命运之轮,56,亚斯泰利欧斯,战车,22522,式王子,阿难陀
38484.0,月,55,月读命·贼神,倒悬者,22523,欧特鲁斯,阿难陀
38850.0,星星,52,迦楼罗,死神,22524,毕舍遮,阿难陀
38913.0,月,55,月读命·贼神,节制,22525,持国天,阿难陀
39009.0,星星,30,猫将军,塔,22526,赛特,阿难陀
39378.0,倒悬者,42,百臂巨人,恋人,22527,奇稻田姬,阿难陀
39456.0,星星,11,木灵,塔,22528,黑骑士,阿难陀
39465.0,刚毅,15,狮爷,正义,22529,默基瑟德,阿难陀
39525.0,倒悬者,21,欧特鲁斯,恋人,22530,帕尔瓦蒂,阿难陀
39525.0,信念,21,凤凰,命运之轮,22531,亚斯泰利欧斯,阿难陀
39594.0,倒悬者,60,摩洛,恋人,22532,幸魂,阿难陀
39666.0,命运之轮,46,福图娜,战车,22533,白骑士,阿难陀
39753.0,月,7,女梦魔,倒悬者,22534,摩洛,阿难陀
39753.0,月,60,莉莉丝,节制,22535,玄武,阿难陀
39786.0,信念,54,大国主,愚者,22536,俄耳普斯,阿难陀
39825.0,月,24,水鬼,节制,22537,那伽之王,阿难陀
39885.0,月,50,月读命,节制,22538,密特拉,阿难陀
39978.0,命运之轮,52,诺伦,战车,22539,荒魂,阿难陀
40026.0,星星,36,迦温,塔,22540,祸津伊邪那岐·贼神,阿难陀
40125.0,月,60,莉莉丝,倒悬者,22541,花魄,阿难陀
40185.0,月,43,基力梅卡拉,倒悬者,22542,百臂巨人,阿难陀
40221.0,刚毅,44,女武神,正义,22543,能天使,阿难陀
40305.0,信念,54,大国主,命运之轮,22544,可罗索,阿难陀
40308.0,月,25,辉夜·贼神,节制,22545,那伽之王,阿难陀
40401.0,信念,39,独角兽,命运之轮,22546,福图娜,阿难陀
40569.0,隐者,31,鞍马天狗,教皇,22547,御社宫司神,阿难陀
40569.0,月,60,莉莉丝,节制,22548,木叶天狗,阿难陀
40809.0,月,55,月读命·贼神,倒悬者,22549,建御名方,阿难陀
40818.0,月,12,阴魔罗鬼,倒悬者,22550,摩洛,阿难陀
40836.0,月,33,天蛾人,倒悬者,22551,佳塔由,阿难陀
41085.0,倒悬者,60,摩洛,恋人,22552,天钿女命,阿难陀
41250.0,刚毅,20,鬼,正义,22553,默基瑟德,阿难陀
41328.0,命运之轮,27,可罗索,战车,22554,克鲁贝洛斯,阿难陀
41349.0,命运之轮,56,亚斯泰利欧斯,战车,22555,金鬼,阿难陀
41370.0,月,60,莉莉丝,倒悬者,22556,犬神,阿难陀
41397.0,信念,54,大国主,愚者,22557,俄耳普斯·贼神,阿难陀
41673.0,月,60,莉莉丝,节制,22558,真神,阿难陀
41733.0,命运之轮,62,亚斯泰利欧斯·贼神,战车,22559,阿珈席翁,阿难陀
41850.0,倒悬者,26,建御名方,恋人,22560,帕尔瓦蒂,阿难陀
41970.0,星星,30,猫将军,死神,22561,苍白骑士,阿难陀
41970.0,信念,54,大国主,命运之轮,22562,阿里亚德涅,阿难陀
41994.0,月,16,辉夜,倒悬者,22563,摩洛,阿难陀
42369.0,信念,27,塔姆林,命运之轮,22564,亚斯泰利欧斯,阿难陀
42618.0,命运之轮,62,亚斯泰利欧斯·贼神,战车,22565,软泥怪,阿难陀
42690.0,月,18,黑软泥怪,倒悬者,22566,摩洛,阿难陀
42825.0,星星,36,迦温,塔,22567,赛特,阿难陀
42849.0,星星,11,木灵,死神,22568,切尔诺伯格,阿难陀
42993.0,命运之轮,30,阿里亚德涅,战车,22569,克鲁贝洛斯,阿难陀
43002.0,刚毅,24,罗刹,正义,22570,默基瑟德,阿难陀
43065.0,倒悬者,60,摩洛,恋人,22571,拉南希,阿难陀
43113.0,隐者,35,荒霸吐,教皇,22572,御社宫司神,阿难陀
43632.0,星星,23,风鬼,塔,22573,黑骑士,阿难陀
43869.0,月,60,莉莉丝,倒悬者,22574,欧特鲁斯,阿难陀
44034.0,命运之轮,56,亚斯泰利欧斯,战车,22575,荒魂,阿难陀
44298.0,月,60,莉莉丝,节制,22576,持国天,阿难陀
44757.0,刚毅,64,哈奴曼,正义,22577,天使,阿难陀
44904.0,信念,65,大元帅明王,愚者,22578,亚森,阿难陀
44970.0,命运之轮,62,亚斯泰利欧斯·贼神,战车,22579,式王子,阿难陀
45210.0,月,24,水鬼,倒悬者,22580,摩洛,阿难陀
45693.0,月,25,辉夜·贼神,倒悬者,22581,摩洛,阿难陀
45765.0,信念,65,大元帅明王,愚者,22582,背负怪,阿难陀
46002.0,刚毅,64,哈奴曼,正义,22583,大天使,阿难陀
46149.0,信念,21,凤凰,命运之轮,22584,亚斯泰利欧斯·贼神,阿难陀
46194.0,月,60,莉莉丝,倒悬者,22585,建御名方,阿难陀
46293.0,顾问官,32,单卡拉比,顾问官,22586,八咫乌,阿难陀
46404.0,星星,11,木灵,死神,22587,塔纳托斯,阿难陀
47025.0,星星,23,风鬼,死神,22588,切尔诺伯格,阿难陀
47625.0,隐者,4,双角兽,教皇,22589,毘沙门天,阿难陀
47829.0,信念,65,大元帅明王,愚者,22590,高等皮克希,阿难陀
47973.0,命运之轮,62,亚斯泰利欧斯·贼神,战车,22591,金鬼,阿难陀
48420.0,隐者,9,克鲁波克鲁,教皇,22592,毘沙门天,阿难陀
48777.0,星星,68,婆苏吉,死神,22593,曼陀罗,阿难陀
49146.0,刚毅,6,凯尔皮,正义,22594,主天使,阿难陀
49293.0,信念,65,大元帅明王,愚者,22595,伊邪那岐,阿难陀
49380.0,隐者,13,一本踏鞴,教皇,22596,毘沙门天,阿难陀
49677.0,星星,68,婆苏吉,死神,22597,恶灵,阿难陀
50280.0,命运之轮,69,吉祥天,战车,22598,阿珈席翁,阿难陀
50628.0,隐者,17,山灵,教皇,22599,毘沙门天,阿难陀
51165.0,命运之轮,69,吉祥天,战车,22600,软泥怪,阿难陀
51225.0,刚毅,15,狮爷,正义,22601,主天使,阿难陀
51396.0,星星,11,木灵,死神,22602,塔纳托斯·贼神,阿难陀
51858.0,顾问官,32,单卡拉比,顾问官,22603,青龙,阿难陀
51873.0,月,70,拜亚基,节制,22604,玄武,阿难陀
51885.0,星星,68,婆苏吉,死神,22605,斗牛士,阿难陀
52245.0,隐者,70,罗瓦,教皇,22606,比利士,阿难陀
52245.0,月,70,拜亚基,倒悬者,22607,花魄,阿难陀
52689.0,月,70,拜亚基,节制,22608,木叶天狗,阿难陀
53490.0,月,70,拜亚基,倒悬者,22609,犬神,阿难陀
53517.0,命运之轮,69,吉祥天,战车,22610,式王子,阿难陀
53793.0,月,70,拜亚基,节制,22611,真神,阿难陀
54354.0,刚毅,6,凯尔皮,正义,22612,座天使,阿难陀
54453.0,隐者,70,罗瓦,教皇,22613,欧若博司,阿难陀
55245.0,倒悬者,73,马卡布,恋人,22614,皮克希,阿难陀
55329.0,星星,11,木灵,死神,22615,莫特,阿难陀
55701.0,倒悬者,73,马卡布,恋人,22616,幸魂,阿难陀
55860.0,月,7,女梦魔,倒悬者,22617,马卡布,阿难陀
56433.0,刚毅,15,狮爷,正义,22618,座天使,阿难陀
56676.0,星星,11,木灵,塔,22619,魔罗,阿难陀
56925.0,月,12,阴魔罗鬼,倒悬者,22620,马卡布,阿难陀
57192.0,倒悬者,73,马卡布,恋人,22621,天钿女命,阿难陀
57597.0,刚毅,74,奇美拉,正义,22622,天使,阿难陀
57729.0,顾问官,22,和魂,顾问官,22623,狄俄尼索斯,阿难陀
58608.0,月,75,圣达芬,节制,22624,玄武,阿难陀
58980.0,月,75,圣达芬,倒悬者,22625,花魄,阿难陀
59325.0,信念,76,库夫林,愚者,22626,亚森,阿难陀
59424.0,月,75,圣达芬,节制,22627,木叶天狗,阿难陀
59586.0,隐者,4,双角兽,教皇,22628,黄龙,阿难陀
60186.0,信念,76,库夫林,愚者,22629,背负怪,阿难陀
60381.0,隐者,9,克鲁波克鲁,教皇,22630,黄龙,阿难陀
61428.0,月,7,女梦魔,节制,22631,加百列,阿难陀
63009.0,顾问官,32,单卡拉比,顾问官,22632,狄俄尼索斯,阿难陀
63237.0,倒悬者,9,花魄,恋人,22633,拉斐尔,阿难陀
65265.0,星星,80,斯拉欧加,死神,22634,曼陀罗,阿难陀
66858.0,顾问官,12,奇魂,顾问官,22635,瓦胡·马纳,阿难陀
67125.0,刚毅,6,凯尔皮,正义,22636,尤利尔,阿难陀
68178.0,倒悬者,82,阿提斯,恋人,22637,皮克希,阿难陀
70338.0,顾问官,22,和魂,顾问官,22638,瓦胡·马纳,阿难陀
71181.0,信念,84,齐格菲,愚者,22639,亚森,阿难陀
71337.0,星星,84,哈斯塔,死神,22640,曼陀罗,阿难陀
72933.0,顾问官,57,八咫乌,顾问官,22641,青龙,阿难陀
75618.0,顾问官,32,单卡拉比,顾问官,22642,瓦胡·马纳,阿难陀
24018.0,星星,30,猫将军,恶魔,11741,莉莉姆,女武神
24162.0,审判,34,阿努比斯,魔术师,11742,克伦佐,女武神
24645.0,节制,33,密特拉,战车,11743,荒魂,女武神
24825.0,死神,28,毕舍遮,隐者,11744,荒霸吐,女武神
24969.0,星星,36,迦温,恶魔,11745,安德拉斯,女武神
25149.0,死神,37,地狱天使,愚者,11746,俄耳普斯,女武神
25152.0,信念,39,独角兽,魔术师,11747,睡魔,女武神
25236.0,节制,33,密特拉,隐者,11748,鞍马天狗,女武神
25953.0,星星,30,猫将军,隐者,11749,荒霸吐,女武神
26178.0,隐者,42,鸠盘荼,女皇,11750,母夜叉,女武神
26178.0,死神,20,奴延,愚者,11751,欧赛,女武神
26178.0,死神,20,奴延,隐者,11752,鸠盘荼,女武神
26370.0,隐者,24,那伽,女皇,11753,诃梨帝母,女武神
26760.0,死神,37,地狱天使,愚者,11754,俄耳普斯·贼神,女武神
26922.0,死神,28,毕舍遮,愚者,11755,恶灵军团,女武神
27018.0,节制,22,持国天,恋人,11756,奇稻田姬,女武神
27018.0,节制,22,持国天,隐者,11757,鸠盘荼,女武神
27225.0,星星,36,迦温,隐者,11758,鞍马天狗,女武神
27396.0,信念,21,凤凰,魔术师,11759,妖精女王,女武神
27465.0,星星,23,风鬼,隐者,11760,鸠盘荼,女武神
27528.0,节制,45,白虎,隐者,11761,山灵,女武神
27657.0,信念,39,独角兽,魔术师,11762,克伦佐,女武神
27780.0,节制,33,密特拉,隐者,11763,荒霸吐,女武神
27834.0,星星,36,迦温,恶魔,11764,莉莉姆,女武神
27885.0,节制,45,白虎,战车,11765,式王子,女武神
27924.0,死神,37,地狱天使,隐者,11766,鞍马天狗,女武神
28260.0,节制,45,白虎,恋人,11767,拉南希,女武神
28413.0,恋人,42,奇稻田姬,教皇,11768,安祖,女武神
28914.0,隐者,42,鸠盘荼,女皇,11769,拉弥亚,女武神
29121.0,命运之轮,46,福图娜,恋人,11770,拉南希,女武神
29433.0,命运之轮,27,可罗索,恋人,11771,奇稻田姬,女武神
29505.0,节制,15,真神,恋人,11772,纳西瑟斯,女武神
29769.0,星星,36,迦温,隐者,11773,荒霸吐,女武神
29877.0,节制,33,密特拉,战车,11774,白骑士,女武神
29940.0,星星,23,风鬼,恶魔,11775,帕祖祖,女武神
29970.0,死神,28,毕舍遮,愚者,11776,欧赛,女武神
29970.0,死神,28,毕舍遮,隐者,11777,鸠盘荼,女武神
30129.0,隐者,31,鞍马天狗,女皇,11778,诃梨帝母,女武神
30165.0,恋人,48,纳西瑟斯,教皇,11779,欧若博司,女武神
30240.0,信念,27,塔姆林,魔术师,11780,妖精女王,女武神
30405.0,节制,45,白虎,隐者,11781,那伽,女武神
30420.0,节制,15,真神,隐者,11782,广目天,女武神
30468.0,死神,37,地狱天使,隐者,11783,荒霸吐,女武神
30765.0,隐者,13,一本踏鞴,女皇,11784,荼吉尼,女武神
30888.0,节制,45,白虎,战车,11785,金鬼,女武神
31080.0,死神,17,斗牛士,愚者,11786,巴古斯,女武神
31080.0,死神,17,斗牛士,隐者,11787,广目天,女武神
31098.0,命运之轮,30,阿里亚德涅,恋人,11788,奇稻田姬,女武神
31098.0,星星,30,猫将军,隐者,11789,鸠盘荼,女武神
31701.0,信念,21,凤凰,魔术师,11790,兰达,女武神
32013.0,隐者,17,山灵,女皇,11791,荼吉尼,女武神
32130.0,节制,22,持国天,恋人,11792,纳西瑟斯,女武神
32205.0,隐者,49,广目天,女皇,11793,母夜叉,女武神
32205.0,死神,20,奴延,愚者,11794,巴古斯,女武神
32205.0,死神,20,奴延,隐者,11795,广目天,女武神
32565.0,死神,37,地狱天使,愚者,11796,恶灵军团,女武神
32673.0,隐者,35,荒霸吐,女皇,11797,诃梨帝母,女武神
32685.0,恋人,13,天钿女命,教皇,11798,御社宫司神,女武神
32685.0,命运之轮,52,诺伦,恋人,11799,天钿女命,女武神
32685.0,星星,52,迦楼罗,隐者,11800,一本踏鞴,女武神
32925.0,节制,33,密特拉,恋人,11801,奇稻田姬,女武神
32925.0,节制,33,密特拉,隐者,11802,鸠盘荼,女武神
33045.0,节制,22,持国天,隐者,11803,广目天,女武神
33492.0,星星,23,风鬼,隐者,11804,广目天,女武神
33522.0,死神,54,苍白骑士,愚者,11805,背负怪,女武神
33525.0,恋人,48,纳西瑟斯,教皇,11806,安祖,女武神
33573.0,节制,45,白虎,战车,11807,荒魂,女武神
33573.0,星星,30,猫将军,恶魔,11808,帕祖祖,女武神
33717.0,死神,54,苍白骑士,隐者,11809,克鲁波克鲁,女武神
33933.0,星星,52,迦楼罗,隐者,11810,山灵,女武神
34161.0,信念,54,大国主,魔术师,11811,杰克霜精,女武神
34164.0,节制,45,白虎,隐者,11812,鞍马天狗,女武神
34233.0,命运之轮,35,拉克西斯,恋人,11813,奇稻田姬,女武神
34368.0,节制,7,玄武,战车,11814,克鲁贝洛斯,女武神
34377.0,审判,34,阿努比斯,魔术师,11815,妖精女王,女武神
34545.0,命运之轮,27,可罗索,恋人,11816,纳西瑟斯,女武神
34545.0,信念,27,塔姆林,魔术师,11817,兰达,女武神
34665.0,恋人,19,拉南希,教皇,11818,御社宫司神,女武神
34665.0,命运之轮,52,诺伦,恋人,11819,拉南希,女武神
34665.0,星星,52,迦楼罗,恶魔,11820,佛劳洛斯,女武神
34677.0,死神,54,苍白骑士,隐者,11821,一本踏鞴,女武神
34740.0,节制,55,那伽之王,隐者,11822,克鲁波克鲁,女武神
34890.0,隐者,24,那伽,女皇,11823,荼吉尼,女武神
34914.0,星星,36,迦温,隐者,11824,鸠盘荼,女武神
34941.0,隐者,49,广目天,女皇,11825,拉弥亚,女武神
34953.0,节制,55,那伽之王,战车,11826,软泥怪,女武神
35184.0,节制,11,木叶天狗,战车,11827,克鲁贝洛斯,女武神
35250.0,命运之轮,56,亚斯泰利欧斯,恋人,11828,幸魂,女武神
35409.0,节制,7,玄武,恋人,11829,帕尔瓦蒂,女武神
35586.0,死神,54,苍白骑士,愚者,11830,高等皮克希,女武神
35613.0,死神,37,地狱天使,愚者,11831,欧赛,女武神
35613.0,死神,37,地狱天使,隐者,11832,鸠盘荼,女武神
35700.0,节制,55,那伽之王,恋人,11833,天钿女命,女武神
35700.0,节制,55,那伽之王,隐者,11834,一本踏鞴,女武神
35781.0,恋人,56,帕尔瓦蒂,教皇,11835,比利士,女武神
35781.0,隐者,9,克鲁波克鲁,女皇,11836,蒂坦妮娅,女武神
35925.0,死神,54,苍白骑士,隐者,11837,山灵,女武神
35925.0,信念,54,大国主,魔术师,11838,猫妖,女武神
35997.0,死神,28,毕舍遮,愚者,11839,巴古斯,女武神
35997.0,死神,28,毕舍遮,隐者,11840,广目天,女武神
36210.0,命运之轮,30,阿里亚德涅,恋人,11841,纳西瑟斯,女武神
36225.0,节制,11,木叶天狗,恋人,11842,帕尔瓦蒂,女武神
36288.0,节制,15,真神,战车,11843,克鲁贝洛斯,女武神
36708.0,节制,45,白虎,隐者,11844,荒霸吐,女武神
36741.0,隐者,13,一本踏鞴,女皇,11845,蒂坦妮娅,女武神
36741.0,命运之轮,56,亚斯泰利欧斯,恋人,11846,天钿女命,女武神
36810.0,星星,52,迦楼罗,隐者,11847,那伽,女武神
36948.0,节制,55,那伽之王,隐者,11848,山灵,女武神
37050.0,死神,54,苍白骑士,愚者,11849,伊邪那岐,女武神
37065.0,命运之轮,39,阿特罗波斯,恋人,11850,奇稻田姬,女武神
37125.0,星星,30,猫将军,隐者,11851,广目天,女武神
37305.0,节制,55,那伽之王,战车,11852,式王子,女武神
37329.0,节制,15,真神,恋人,11853,帕尔瓦蒂,女武神
37389.0,星星,36,迦温,恶魔,11854,帕祖祖,女武神
37680.0,节制,55,那伽之王,恋人,11855,拉南希,女武神
37818.0,恋人,42,奇稻田姬,教皇,11856,大僧正,女武神
37818.0,隐者,42,鸠盘荼,女皇,11857,诃梨帝母,女武神
37872.0,信念,39,独角兽,魔术师,11858,妖精女王,女武神
37989.0,恋人,56,帕尔瓦蒂,教皇,11859,欧若博司,女武神
37989.0,隐者,17,山灵,女皇,11860,蒂坦妮娅,女武神
38037.0,节制,33,密特拉,恋人,11861,纳西瑟斯,女武神
38313.0,星星,52,迦楼罗,恶魔,11862,安德拉斯,女武神
38337.0,死神,54,苍白骑士,愚者,11863,伊邪那岐·贼神,女武神
38337.0,信念,54,大国主,魔术师,11864,睡魔,女武神
38340.0,审判,59,吹号者,魔术师,11865,猫妖精,女武神
38361.0,星星,11,木灵,恶魔,11866,巴风特,女武神
38649.0,隐者,31,鞍马天狗,女皇,11867,荼吉尼,女武神
38682.0,审判,34,阿努比斯,魔术师,11868,兰达,女武神
38721.0,命运之轮,56,亚斯泰利欧斯,恋人,11869,拉南希,女武神
38802.0,死神,54,苍白骑士,隐者,11870,那伽,女武神
38805.0,节制,45,白虎,战车,11871,白骑士,女武神
38913.0,节制,22,持国天,战车,11872,克鲁贝洛斯,女武神
38952.0,节制,33,密特拉,隐者,11873,广目天,女武神
39345.0,命运之轮,35,拉克西斯,恋人,11874,纳西瑟斯,女武神
39378.0,命运之轮,42,阿里亚德涅·贼神,恋人,11875,奇稻田姬,女武神
39456.0,审判,59,吹号者,魔术师,11876,杰克霜精,女武神
39786.0,死神,54,苍白骑士,愚者,11877,俄耳普斯,女武神
39825.0,节制,55,那伽之王,隐者,11878,那伽,女武神
39954.0,节制,22,持国天,恋人,11879,帕尔瓦蒂,女武神
40308.0,节制,55,那伽之王,战车,11880,金鬼,女武神
40569.0,星星,52,迦楼罗,隐者,11881,鞍马天狗,女武神
40842.0,信念,54,大国主,魔术师,11882,克伦佐,女武神
40866.0,隐者,24,那伽,女皇,11883,蒂坦妮娅,女武神
40941.0,星星,36,迦温,隐者,11884,广目天,女武神
41178.0,星星,52,迦楼罗,恶魔,11885,莉莉姆,女武神
41193.0,隐者,35,荒霸吐,女皇,11886,荼吉尼,女武神
41220.0,审判,59,吹号者,魔术师,11887,猫妖,女武神
41349.0,恋人,56,帕尔瓦蒂,教皇,11888,安祖,女武神
41349.0,死神,62,切尔诺伯格,愚者,11889,亚森,女武神
41397.0,死神,54,苍白骑士,愚者,11890,俄耳普斯·贼神,女武神
41418.0,命运之轮,62,亚斯泰利欧斯·贼神,恋人,11891,皮克希,女武神
41610.0,死神,62,切尔诺伯格,隐者,11892,双角兽,女武神
41640.0,死神,37,地狱天使,愚者,11893,巴古斯,女武神
41640.0,死神,37,地狱天使,隐者,11894,广目天,女武神
41853.0,节制,45,白虎,恋人,11895,奇稻田姬,女武神
41853.0,节制,45,白虎,隐者,11896,鸠盘荼,女武神
41874.0,命运之轮,62,亚斯泰利欧斯·贼神,恋人,11897,幸魂,女武神
42177.0,命运之轮,39,阿特罗波斯,恋人,11898,纳西瑟斯,女武神
42177.0,信念,39,独角兽,魔术师,11899,兰达,女武神
42210.0,死神,62,切尔诺伯格,愚者,11900,背负怪,女武神
42369.0,命运之轮,27,可罗索,恋人,11901,帕尔瓦蒂,女武神
42405.0,死神,62,切尔诺伯格,隐者,11902,克鲁波克鲁,女武神
42537.0,星星,23,风鬼,恶魔,11903,巴风特,女武神
42561.0,死神,54,苍白骑士,隐者,11904,鞍马天狗,女武神
42777.0,隐者,4,双角兽,女皇,11905,迦梨,女武神
42993.0,节制,55,那伽之王,战车,11906,荒魂,女武神
43113.0,星星,52,迦楼罗,隐者,11907,荒霸吐,女武神
43365.0,命运之轮,62,亚斯泰利欧斯·贼神,恋人,11908,天钿女命,女武神
43365.0,死神,62,切尔诺伯格,隐者,11909,一本踏鞴,女武神
43572.0,隐者,9,克鲁波克鲁,女皇,11910,迦梨,女武神
43584.0,节制,55,那伽之王,隐者,11911,鞍马天狗,女武神
43632.0,审判,59,吹号者,魔术师,11912,睡魔,女武神
